Gene_1	Gene_2
YBR010W	YPR164W
YBR011C	YLR418C
YBR011C	YMR190C
YBR015C	YBR023C
YBR015C	YCR009C
YBR015C	YDR388W
YBR015C	YHR030C
YBR015C	YJL095W
YBR017C	YMR308C
YBR018C	YHL012W
YBR018C	YKL035W
YBR019C	YPL240C
YBR021W	YEL021W
YBR023C	YBL007C
YBR023C	YBL047C
YBR023C	YBL072C
YBR023C	YBR015C
YBR023C	YBR038W
YBR023C	YBR038W
YBR023C	YBR038W
YBR023C	YBR057C
YBR023C	YBR077C
YBR023C	YBR234C
YBR023C	YBR234C
YBR023C	YBR234C
YBR023C	YCR009C
YBR023C	YDL029W
YBR023C	YDL029W
YBR023C	YDL029W
YBR023C	YDL033C
YBR023C	YDL223C
YBR023C	YDR129C
YBR023C	YDR129C
YBR023C	YDR245W
YBR023C	YDR245W
YBR023C	YDR388W
YBR023C	YDR388W
YBR023C	YEL036C
YBR023C	YEL036C
YBR023C	YEL044W
YBR023C	YER001W
YBR023C	YER111C
YBR023C	YFL029C
YBR023C	YFR019W
YBR023C	YFR036W
YBR023C	YFR036W
YBR023C	YGL084C
YBR023C	YGL200C
YBR023C	YGL212W
YBR023C	YGL240W
YBR023C	YGR135W
YBR023C	YGR229C
YBR023C	YGR229C
YBR023C	YGR229C
YBR023C	YGR229C
YBR023C	YGR229C
YBR023C	YGR229C
YBR023C	YHR023W
YBR023C	YHR023W
YBR023C	YHR030C
YBR023C	YHR030C
YBR023C	YHR107C
YBR023C	YJL095W
YBR023C	YJL095W
YBR023C	YJL148W
YBR023C	YJR073C
YBR023C	YJR076C
YBR023C	YJR076C
YBR023C	YJR118C
YBR023C	YJR118C
YBR023C	YKL041W
YBR023C	YKL194C
YBR023C	YKR020W
YBR023C	YLL039C
YBR023C	YLR087C
YBR023C	YLR110C
YBR023C	YLR314C
YBR023C	YLR337C
YBR023C	YLR337C
YBR023C	YLR342W
YBR023C	YLR342W
YBR023C	YLR342W
YBR023C	YLR342W
YBR023C	YLR342W
YBR023C	YLR370C
YBR023C	YLR388W
YBR023C	YML115C
YBR023C	YML115C
YBR023C	YMR060C
YBR023C	YMR089C
YBR023C	YMR116C
YBR023C	YMR307W
YBR023C	YMR307W
YBR023C	YMR307W
YBR023C	YMR307W
YBR023C	YMR307W
YBR023C	YNL079C
YBR023C	YNL138W
YBR023C	YNL271C
YBR023C	YNL271C
YBR023C	YNL298W
YBR023C	YNL298W
YBR023C	YNL298W
YBR023C	YNL298W
YBR023C	YNR051C
YBR023C	YOR312C
YBR023C	YOR326W
YBR023C	YPL050C
YBR023C	YPL055C
YBR023C	YPL069C
YBR029C	YGR188C
YBR029C	YMR190C
YBR030W	YPL240C
YBR031W	YDR012W
YBR034C	YDR240C
YBR034C	YDR432W
YBR034C	YDR432W
YBR034C	YDR432W
YBR034C	YMR125W
YBR034C	YMR125W
YBR034C	YMR125W
YBR035C	YOR080W
YBR036C	YDL220C
YBR036C	YGL020C
YBR036C	YIL105C
YBR036C	YJL179W
YBR036C	YKL212W
YBR036C	YNL047C
YBR036C	YOR046C
YBR036C	YPL240C
YBR037C	YHR129C
YBR037C	YPL240C
YBR038W	YBR023C
YBR038W	YBR023C
YBR038W	YBR023C
YBR041W	YGR229C
YBR041W	YGR229C
YBR041W	YGR229C
YBR041W	YGR274C
YBR041W	YMR246W
YBR041W	YOR317W
YBR042C	YCL043C
YBR042C	YHR129C
YBR042C	YPR159W
YBR044C	YGR274C
YBR047W	YPL240C
YBR048W	YDR025W
YBR055C	YGR188C
YBR055C	YLR418C
YBR056W	YGR274C
YBR057C	YBR023C
YBR057C	YJL099W
YBR057C	YMR078C
YBR057C	YNL102W
YBR057C	YPR135W
YBR057C	YPR141C
YBR058C	YCL043C
YBR058C	YDR054C
YBR058C	YGL116W
YBR058C	YHR129C
YBR058C	YOR046C
YBR058C-A	YJL074C
YBR058C-A	YLR418C
YBR058C-A	YMR224C
YBR060C	YAL019W
YBR060C	YBR202W
YBR060C	YBR245C
YBR060C	YCL016C
YBR060C	YCL061C
YBR060C	YCL061C
YBR060C	YDL017W
YBR060C	YDL017W
YBR060C	YDL040C
YBR060C	YDL127W
YBR060C	YDR076W
YBR060C	YDR217C
YBR060C	YDR289C
YBR060C	YDR310C
YBR060C	YEL056W
YBR060C	YER016W
YBR060C	YER070W
YBR060C	YER173W
YBR060C	YFR028C
YBR060C	YFR028C
YBR060C	YGL127C
YBR060C	YGL161C
YBR060C	YGL168W
YBR060C	YGL244W
YBR060C	YHR191C
YBR060C	YJL092W
YBR060C	YJL115W
YBR060C	YJL124C
YBR060C	YJR043C
YBR060C	YKL032C
YBR060C	YKR001C
YBR060C	YLL002W
YBR060C	YLL004W
YBR060C	YLR103C
YBR060C	YLR103C
YBR060C	YML032C
YBR060C	YML065W
YBR060C	YMR001C
YBR060C	YMR048W
YBR060C	YMR078C
YBR060C	YMR190C
YBR060C	YMR190C
YBR060C	YMR198W
YBR060C	YMR307W
YBR060C	YNL261W
YBR060C	YNL273W
YBR060C	YNL298W
YBR060C	YNR051C
YBR060C	YOL068C
YBR060C	YOL068C
YBR060C	YOR025W
YBR060C	YOR279C
YBR060C	YPL001W
YBR060C	YPR019W
YBR060C	YPR135W
YBR061C	YDR120C
YBR061C	YDR120C
YBR061C	YNL021W
YBR065C	YDR088C
YBR065C	YDR364C
YBR065C	YDR364C
YBR065C	YDR364C
YBR065C	YDR482C
YBR065C	YKR086W
YBR065C	YNL192W
YBR066C	YCL043C
YBR070C	YGL233W
YBR070C	YMR190C
YBR073W	YGL163C
YBR076W	YER133W
YBR077C	YBR023C
YBR077C	YBR120C
YBR077C	YDR208W
YBR077C	YDR212W
YBR077C	YJL088W
YBR077C	YJR109C
YBR077C	YLR229C
YBR077C	YLR229C
YBR077C	YNL183C
YBR078W	YDR054C
YBR078W	YDR212W
YBR078W	YHR030C
YBR079C	YGR188C
YBR080C	YBL050W
YBR080C	YDR189W
YBR080C	YGR198W
YBR080C	YKL009W
YBR080C	YKR068C
YBR080C	YLR262C
YBR080C	YLR459W
YBR080C	YML077W
YBR080C	YNL222W
YBR080C	YOL133W
YBR080C	YOR122C
YBR080C	YPL076W
YBR080C	YPR110C
YBR081C	YBR091C
YBR081C	YBR133C
YBR081C	YDR359C
YBR081C	YDR397C
YBR081C	YEL020W-A
YBR081C	YFL024C
YBR081C	YGL070C
YBR081C	YGR002C
YBR081C	YGR252W
YBR081C	YGR274C
YBR081C	YHR090C
YBR081C	YJL081C
YBR081C	YJL140W
YBR081C	YLR153C
YBR081C	YMR236W
YBR081C	YNL236W
YBR081C	YNL330C
YBR081C	YOL004W
YBR081C	YOL051W
YBR081C	YOR244W
YBR081C	YOR290C
YBR081C	YPL031C
YBR081C	YPL031C
YBR081C	YPL031C
YBR081C	YPL082C
YBR082C	YCL043C
YBR082C	YDR059C
YBR082C	YDR059C
YBR082C	YDR059C
YBR082C	YDR177W
YBR082C	YDR356W
YBR082C	YGL116W
YBR082C	YGL240W
YBR082C	YGR229C
YBR082C	YGR229C
YBR082C	YGR274C
YBR082C	YHR090C
YBR082C	YHR166C
YBR082C	YLR342W
YBR082C	YMR078C
YBR084C-A	YBL027W
YBR084C-A	YNL298W
YBR084C-A	YNL298W
YBR084W	YPL005W
YBR085W	YDR129C
YBR086C	YGR142W
YBR086C	YJL059W
YBR087W	YBR088C
YBR087W	YBR252W
YBR087W	YDL148C
YBR087W	YDL164C
YBR087W	YDR489W
YBR087W	YHR197W
YBR087W	YJL090C
YBR087W	YJR068W
YBR087W	YLL018C
YBR087W	YLR103C
YBR087W	YNL102W
YBR087W	YNL126W
YBR087W	YNL312W
YBR087W	YOR144C
YBR087W	YOR326W
YBR088C	YBR087W
YBR088C	YBR102C
YBR088C	YCL061C
YBR088C	YCR066W
YBR088C	YDL164C
YBR088C	YDR004W
YBR088C	YDR092W
YBR088C	YDR191W
YBR088C	YDR419W
YBR088C	YER095W
YBR088C	YFR027W
YBR088C	YGL087C
YBR088C	YGL233W
YBR088C	YKL113C
YBR088C	YLR032W
YBR088C	YML032C
YBR088C	YML032C
YBR088C	YML032C
YBR088C	YML032C
YBR088C	YMR190C
YBR088C	YMR201C
YBR088C	YMR224C
YBR088C	YNL218W
YBR088C	YNL250W
YBR088C	YOR025W
YBR088C	YOR144C
YBR088C	YOR217W
YBR088C	YOR217W
YBR088C	YOR217W
YBR088C	YPL008W
YBR088C	YPR135W
YBR089C-A	YAL021C
YBR089C-A	YER068W
YBR089C-A	YGL207W
YBR089C-A	YGL207W
YBR089C-A	YGR063C
YBR089C-A	YGR116W
YBR089C-A	YGR274C
YBR089C-A	YML010W
YBR089C-A	YML069W
YBR089C-A	YOR290C
YBR089C-A	YPL082C
YBR089C-A	YPR072W
YBR089C-A	YPR101W
YBR089C-A	YPR133C
YBR091C	YBR081C
YBR091C	YGL086W
YBR091C	YMR190C
YBR093C	YHR074W
YBR093C	YNL192W
YBR093C	YNL192W
YBR093C	YNL206C
YBR094W	YBR194W
YBR094W	YDL102W
YBR094W	YDR363W
YBR094W	YDR363W
YBR094W	YLR234W
YBR094W	YML028W
YBR094W	YML028W
YBR094W	YMR190C
YBR094W	YMR190C
YBR094W	YMR190C
YBR094W	YMR190C
YBR094W	YNL297C
YBR094W	YOR144C
YBR094W	YOR144C
YBR094W	YPL024W
YBR095C	YCR009C
YBR095C	YDR212W
YBR095C	YDR388W
YBR095C	YER016W
YBR095C	YER016W
YBR095C	YGL020C
YBR095C	YKR029C
YBR095C	YLR418C
YBR095C	YNL298W
YBR095C	YNL298W
YBR095C	YOL012C
YBR097W	YFL024C
YBR097W	YGL020C
YBR097W	YGR274C
YBR097W	YLR153C
YBR097W	YNL243W
YBR097W	YOL115W
YBR098W	YDL102W
YBR098W	YDL154W
YBR098W	YDR363W
YBR098W	YDR363W
YBR098W	YER041W
YBR098W	YJL092W
YBR098W	YKL113C
YBR098W	YKL113C
YBR098W	YKL113C
YBR098W	YKL113C
YBR098W	YKL113C
YBR098W	YKR082W
YBR098W	YLR234W
YBR098W	YLR234W
YBR098W	YLR234W
YBR098W	YLR373C
YBR098W	YML028W
YBR098W	YMR167W
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YMR190C
YBR098W	YOR080W
YBR098W	YOR144C
YBR098W	YOR144C
YBR098W	YPL024W
YBR098W	YPL024W
YBR098W	YPL024W
YBR098W	YPL024W
YBR098W	YPL024W
YBR102C	YBR088C
YBR102C	YGL233W
YBR102C	YIL046W
YBR102C	YKR068C
YBR102C	YOR122C
YBR103W	YAL013W
YBR103W	YDR212W
YBR103W	YDR392W
YBR103W	YJL168C
YBR103W	YLR055C
YBR103W	YLR200W
YBR103W	YLR418C
YBR103W	YPR141C
YBR104W	YHR129C
YBR106W	YCL043C
YBR106W	YER083C
YBR106W	YGL020C
YBR106W	YKL205W
YBR107C	YBL034C
YBR107C	YDL003W
YBR107C	YDR180W
YBR107C	YER016W
YBR107C	YER016W
YBR107C	YER016W
YBR107C	YER016W
YBR107C	YFR027W
YBR107C	YGR078C
YBR107C	YJL030W
YBR107C	YJL074C
YBR107C	YLR200W
YBR107C	YLR200W
YBR107C	YLR234W
YBR107C	YML085C
YBR107C	YMR117C
YBR107C	YOR026W
YBR107C	YPR141C
YBR107C	YPR141C
YBR108W	YPL240C
YBR109C	YDR245W
YBR109C	YEL036C
YBR109C	YGR036C
YBR109C	YJL019W
YBR109C	YOR326W
YBR109C	YOR326W
YBR110W	YMR199W
YBR110W	YPL008W
YBR110W	YPL256C
YBR111C	YDL226C
YBR111C	YPL240C
YBR111W-A	YCR077C
YBR111W-A	YDL084W
YBR111W-A	YDR381W
YBR111W-A	YJL124C
YBR111W-A	YOR166C
YBR111W-A	YPL169C
YBR112C	YNL330C
YBR112C	YOL004W
YBR114W	YDR054C
YBR114W	YGR078C
YBR114W	YJR035W
YBR115C	YKR039W
YBR115C	YNL268W
YBR117C	YGR256W
YBR117C	YHR183W
YBR117C	YJL121C
YBR117C	YNL241C
YBR117C	YPR074C
YBR117C	YPR074C
YBR118W	YJL081C
YBR118W	YOL115W
YBR118W	YPR080W
YBR119W	YKL074C
YBR119W	YMR125W
YBR119W	YPL178W
YBR120C	YBR077C
YBR120C	YGR163W
YBR120C	YKR007W
YBR121C	YGR188C
YBR121C	YHR007C
YBR121C	YLR330W
YBR121C	YLR342W
YBR121C	YNL192W
YBR121C	YNL192W
YBR121C	YOR046C
YBR122C	YEL061C
YBR122C	YMR078C
YBR122C	YMR294W
YBR123C	YLR418C
YBR126C	YCR009C
YBR126C	YDR388W
YBR126C	YHL027W
YBR126C	YKL117W
YBR126C	YML100W
YBR126C	YMR261C
YBR126C	YPL240C
YBR127C	YER133W
YBR127C	YGL020C
YBR127C	YJL101C
YBR127C	YJR104C
YBR127C	YKL190W
YBR127C	YLR240W
YBR127C	YMR202W
YBR127C	YMR296C
YBR127C	YNL084C
YBR127C	YNL243W
YBR127C	YNR035C
YBR127C	YOL018C
YBR127C	YOR070C
YBR127C	YOR070C
YBR127C	YPR173C
YBR129C	YIL002C
YBR129C	YNL106C
YBR131W	YCL043C
YBR131W	YDR150W
YBR131W	YGR229C
YBR131W	YGR229C
YBR131W	YHR129C
YBR131W	YMR294W
YBR133C	YBR081C
YBR133C	YGR252W
YBR133C	YHR119W
YBR133C	YMR036C
YBR133C	YNL330C
YBR133C	YOL004W
YBR135W	YDR113C
YBR135W	YDR364C
YBR135W	YDR364C
YBR135W	YGL233W
YBR135W	YJL074C
YBR135W	YMR224C
YBR136W	YAL021C
YBR136W	YBL019W
YBR136W	YBL023C
YBR136W	YBL088C
YBR136W	YDL017W
YBR136W	YDL064W
YBR136W	YDL102W
YBR136W	YDR052C
YBR136W	YDR164C
YBR136W	YDR191W
YBR136W	YGR180C
YBR136W	YHR031C
YBR136W	YHR031C
YBR136W	YHR031C
YBR136W	YHR118C
YBR136W	YHR164C
YBR136W	YIL150C
YBR136W	YIR008C
YBR136W	YJL194W
YBR136W	YKL113C
YBR136W	YKL114C
YBR136W	YML028W
YBR136W	YML032C
YBR136W	YML095C
YBR136W	YNL250W
YBR136W	YOR025W
YBR136W	YOR080W
YBR136W	YPL022W
YBR136W	YPL153C
YBR136W	YPR018W
YBR136W	YPR120C
YBR137W	YGR274C
YBR138C	YHR079C
YBR140C	YCL043C
YBR140C	YEL061C
YBR140C	YGL086W
YBR140C	YGR188C
YBR140C	YLR418C
YBR140C	YMR224C
YBR142W	YDL029W
YBR142W	YMR190C
YBR143C	YGL086W
YBR147W	YOR046C
YBR149W	YHR129C
YBR153W	YGL086W
YBR153W	YMR190C
YBR154C	YDL115C
YBR154C	YDL140C
YBR154C	YGL086W
YBR154C	YKR008W
YBR155W	YGL086W
YBR155W	YJR032W
YBR156C	YER016W
YBR156C	YGR113W
YBR156C	YHR129C
YBR156C	YJL030W
YBR156C	YPL209C
YBR158W	YLR079W
YBR159W	YCR034W
YBR159W	YIL124W
YBR160W	YDL003W
YBR160W	YDL017W
YBR160W	YDL020C
YBR160W	YDL047W
YBR160W	YDL140C
YBR160W	YDL160C
YBR160W	YDR113C
YBR160W	YDR145W
YBR160W	YDR168W
YBR160W	YDR224C
YBR160W	YDR260C
YBR160W	YER008C
YBR160W	YFL029C
YBR160W	YFR027W
YBR160W	YFR052W
YBR160W	YGL003C
YBR160W	YGL073W
YBR160W	YGL116W
YBR160W	YGL240W
YBR160W	YGR109C
YBR160W	YGR274C
YBR160W	YHR030C
YBR160W	YHR030C
YBR160W	YHR166C
YBR160W	YHR166C
YBR160W	YIR006C
YBR160W	YKL022C
YBR160W	YKL048C
YBR160W	YKL101W
YBR160W	YMR001C
YBR160W	YNL064C
YBR160W	YNL189W
YBR160W	YPR119W
YBR160W	YPR119W
YBR160W	YPR119W
YBR160W	YPR119W
YBR160W	YPR135W
YBR161W	YPL057C
YBR162W-A	YGR274C
YBR162W-A	YHR129C
YBR163W	YMR294W
YBR164C	YAL009W
YBR164C	YCL043C
YBR164C	YDL192W
YBR164C	YDR108W
YBR164C	YDR137W
YBR164C	YDR162C
YBR164C	YER083C
YBR164C	YER122C
YBR164C	YGL005C
YBR164C	YGR274C
YBR164C	YIL048W
YBR164C	YJR032W
YBR164C	YKL119C
YBR164C	YKR001C
YBR164C	YKR020W
YBR164C	YLR039C
YBR164C	YLR262C
YBR164C	YLR262C
YBR164C	YLR262C
YBR164C	YML071C
YBR164C	YMR079W
YBR164C	YNL041C
YBR164C	YNL051W
YBR164C	YNL267W
YBR164C	YNL271C
YBR164C	YNL297C
YBR164C	YNL297C
YBR164C	YNL297C
YBR164C	YNL322C
YBR164C	YOR070C
YBR164C	YOR070C
YBR164C	YOR070C
YBR165W	YDR002W
YBR165W	YDR054C
YBR166C	YGR229C
YBR166C	YGR229C
YBR166C	YJR090C
YBR166C	YNL192W
YBR167C	YLR418C
YBR168W	YHR090C
YBR169C	YPL106C
YBR169C	YPL106C
YBR169C	YPL106C
YBR170C	YDL126C
YBR170C	YER068W
YBR170C	YER133W
YBR170C	YGR048W
YBR170C	YOR244W
YBR171W	YBR234C
YBR171W	YBR234C
YBR171W	YCL043C
YBR171W	YDL029W
YBR171W	YDL029W
YBR171W	YEL061C
YBR171W	YER111C
YBR171W	YGR078C
YBR171W	YGR274C
YBR171W	YHR030C
YBR171W	YHR079C
YBR171W	YJR043C
YBR171W	YLR200W
YBR171W	YLR229C
YBR171W	YLR229C
YBR171W	YML094W
YBR171W	YNL153C
YBR171W	YNL206C
YBR171W	YPL240C
YBR172C	YJL080C
YBR172C	YKL117W
YBR172C	YKL204W
YBR172C	YMR116C
YBR172C	YOR198C
YBR173C	YBL105C
YBR173C	YER133W
YBR173C	YJL127C
YBR173C	YML032C
YBR173C	YNL273W
YBR173C	YPL240C
YBR175W	YAL011W
YBR175W	YBR231C
YBR175W	YBR231C
YBR175W	YDL020C
YBR175W	YDL020C
YBR175W	YDL097C
YBR175W	YDR334W
YBR175W	YDR334W
YBR175W	YDR334W
YBR175W	YDR359C
YBR175W	YDR363W-A
YBR175W	YDR392W
YBR175W	YDR485C
YBR175W	YFR010W
YBR175W	YGL043W
YBR175W	YGR063C
YBR175W	YGR135W
YBR175W	YGR135W
YBR175W	YGR200C
YBR175W	YGR274C
YBR175W	YHR090C
YBR175W	YHR200W
YBR175W	YJL168C
YBR175W	YLL002W
YBR175W	YLR055C
YBR175W	YLR085C
YBR175W	YLR085C
YBR175W	YLR384C
YBR175W	YML041C
YBR175W	YML041C
YBR175W	YMR312W
YBR175W	YNL250W
YBR175W	YNL298W
YBR175W	YNL298W
YBR175W	YOL012C
YBR175W	YOL012C
YBR175W	YPL086C
YBR175W	YPL101W
YBR176W	YCR028C
YBR179C	YGR002C
YBR179C	YLR368W
YBR179C	YPR179C
YBR181C	YPL090C
YBR183W	YHL003C
YBR183W	YKL008C
YBR183W	YPL087W
YBR186W	YOR368W
YBR188C	YAL032C
YBR188C	YGR129W
YBR188C	YJR050W
YBR188C	YJR050W
YBR188C	YLL036C
YBR189W	YPL081W
YBR191W	YDL020C
YBR191W	YPL079W
YBR192W	YLR418C
YBR192W	YOR144C
YBR193C	YLR418C
YBR193C	YMR190C
YBR194W	YBL034C
YBR194W	YBR094W
YBR194W	YER083C
YBR194W	YHR129C
YBR194W	YMR236W
YBR195C	YCL043C
YBR195C	YDL116W
YBR195C	YNL206C
YBR196C	YLR418C
YBR198C	YER095W
YBR198C	YGR188C
YBR198C	YMR005W
YBR198C	YMR190C
YBR198C	YPL008W
YBR199W	YER133W
YBR200W	YAL024C
YBR200W	YAL041W
YBR200W	YAL041W
YBR200W	YBR234C
YBR200W	YBR234C
YBR200W	YDL029W
YBR200W	YDL029W
YBR200W	YDR212W
YBR200W	YER016W
YBR200W	YER016W
YBR200W	YER111C
YBR200W	YER155C
YBR200W	YER155C
YBR200W	YGL058W
YBR200W	YGL086W
YBR200W	YGR152C
YBR200W	YGR229C
YBR200W	YGR229C
YBR200W	YGR229C
YBR200W	YGR229C
YBR200W	YGR274C
YBR200W	YHR023W
YBR200W	YJL020C
YBR200W	YJL020C
YBR200W	YJL030W
YBR200W	YKL079W
YBR200W	YKL190W
YBR200W	YLR200W
YBR200W	YLR229C
YBR200W	YLR229C
YBR200W	YMR236W
YBR200W	YNL153C
YBR200W	YNL271C
YBR200W	YNL271C
YBR200W	YNL271C
YBR200W	YNL298W
YBR200W	YNL298W
YBR200W	YNL298W
YBR200W	YNL298W
YBR200W	YOR026W
YBR200W	YOR188W
YBR200W	YOR326W
YBR200W	YPL031C
YBR200W	YPL031C
YBR200W	YPL161C
YBR200W	YPL240C
YBR202W	YBR060C
YBR202W	YIL150C
YBR202W	YNL261W
YBR205W	YER133W
YBR205W	YOR244W
YBR211C	YGL060W
YBR211C	YGL086W
YBR211C	YKL049C
YBR211C	YLR418C
YBR215W	YGL207W
YBR215W	YGR274C
YBR215W	YJL030W
YBR215W	YJL127C
YBR215W	YKL113C
YBR215W	YLR103C
YBR215W	YLR418C
YBR215W	YML069W
YBR215W	YOR080W
YBR217W	YPL240C
YBR218C	YAL038W
YBR218C	YGL062W
YBR218C	YGL062W
YBR218C	YPL262W
YBR219C	YHR129C
YBR221C	YGL020C
YBR221C	YPL240C
YBR222C	YHR129C
YBR223C	YPL022W
YBR228W	YDR363W
YBR228W	YLR234W
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YMR190C
YBR228W	YPL024W
YBR228W	YPL024W
YBR228W	YPL024W
YBR229C	YMR200W
YBR229C	YMR307W
YBR229C	YMR307W
YBR229C	YNL322C
YBR231C	YBR175W
YBR231C	YBR175W
YBR231C	YDL074C
YBR231C	YDL074C
YBR231C	YDL074C
YBR231C	YDR392W
YBR231C	YDR469W
YBR231C	YEL018W
YBR231C	YEL018W
YBR231C	YER016W
YBR231C	YER016W
YBR231C	YER016W
YBR231C	YFL024C
YBR231C	YGL058W
YBR231C	YGL058W
YBR231C	YGL086W
YBR231C	YGL086W
YBR231C	YGL127C
YBR231C	YGL244W
YBR231C	YGL244W
YBR231C	YGR002C
YBR231C	YGR078C
YBR231C	YHR090C
YBR231C	YJL081C
YBR231C	YJL179W
YBR231C	YKR029C
YBR231C	YLR015W
YBR231C	YLR015W
YBR231C	YLR055C
YBR231C	YLR055C
YBR231C	YLR103C
YBR231C	YLR153C
YBR231C	YLR200W
YBR231C	YLR418C
YBR231C	YLR418C
YBR231C	YLR418C
YBR231C	YMR236W
YBR231C	YMR263W
YBR231C	YMR263W
YBR231C	YNL097C
YBR231C	YNL136W
YBR231C	YNL136W
YBR231C	YNL153C
YBR231C	YNL330C
YBR231C	YOL004W
YBR231C	YOL115W
YBR231C	YOR026W
YBR231C	YOR123C
YBR231C	YOR123C
YBR231C	YOR244W
YBR231C	YOR349W
YBR231C	YOR349W
YBR231C	YPL018W
YBR231C	YPL055C
YBR231C	YPL055C
YBR231C	YPL055C
YBR231C	YPL055C
YBR231C	YPL138C
YBR231C	YPL153C
YBR231C	YPL181W
YBR231C	YPL241C
YBR231C	YPL241C
YBR233W	YGR274C
YBR234C	YBL061C
YBR234C	YBL061C
YBR234C	YBR023C
YBR234C	YBR023C
YBR234C	YBR023C
YBR234C	YBR171W
YBR234C	YBR171W
YBR234C	YBR200W
YBR234C	YBR200W
YBR234C	YDR129C
YBR234C	YDR129C
YBR234C	YDR310C
YBR234C	YEL003W
YBR234C	YEL003W
YBR234C	YEL031W
YBR234C	YER083C
YBR234C	YER122C
YBR234C	YER122C
YBR234C	YER149C
YBR234C	YER155C
YBR234C	YER155C
YBR234C	YFR040W
YBR234C	YHL027W
YBR234C	YHR030C
YBR234C	YHR030C
YBR234C	YHR142W
YBR234C	YHR142W
YBR234C	YJL014W
YBR234C	YJL095W
YBR234C	YJL095W
YBR234C	YJL099W
YBR234C	YJL099W
YBR234C	YJL099W
YBR234C	YJL183W
YBR234C	YJL183W
YBR234C	YJR032W
YBR234C	YJR075W
YBR234C	YJR075W
YBR234C	YJR117W
YBR234C	YJR118C
YBR234C	YJR118C
YBR234C	YLR200W
YBR234C	YLR268W
YBR234C	YLR268W
YBR234C	YLR330W
YBR234C	YLR330W
YBR234C	YLR337C
YBR234C	YLR337C
YBR234C	YLR370C
YBR234C	YLR370C
YBR234C	YMR109W
YBR234C	YMR198W
YBR234C	YNL153C
YBR234C	YNL153C
YBR234C	YNL233W
YBR234C	YNL233W
YBR234C	YNL298W
YBR234C	YNL298W
YBR234C	YNL322C
YBR234C	YNL322C
YBR234C	YOR035C
YBR234C	YOR035C
YBR234C	YOR216C
YBR234C	YOR216C
YBR234C	YPL234C
YBR234C	YPL234C
YBR235W	YER133W
YBR237W	YGL181W
YBR240C	YGR063C
YBR243C	YHR030C
YBR245C	YBR060C
YBR245C	YDR334W
YBR245C	YDR359C
YBR245C	YDR359C
YBR245C	YHR090C
YBR245C	YHR090C
YBR245C	YIL079C
YBR245C	YNL107W
YBR245C	YNL261W
YBR245C	YOL012C
YBR245C	YOL012C
YBR245C	YOL012C
YBR245C	YPL240C
YBR245C	YPR023C
YBR246W	YGR274C
YBR247C	YGL086W
YBR247C	YLR418C
YBR247C	YOR144C
YBR247C	YPL008W
YBR249C	YDR035W
YBR249C	YDR035W
YBR249C	YDR035W
YBR252W	YBR087W
YBR252W	YBR253W
YBR252W	YJL074C
YBR253W	YBR252W
YBR253W	YGL233W
YBR253W	YML098W
YBR254C	YEL048C
YBR254C	YGL086W
YBR254C	YLR418C
YBR254C	YMR190C
YBR254C	YOL018C
YBR254C	YPL051W
YBR255W	YCR009C
YBR255W	YDR388W
YBR256C	YGL086W
YBR256C	YGR188C
YBR256C	YGR274C
YBR257W	YJL074C
YBR257W	YOR144C
YBR259W	YOR046C
YBR260C	YDL029W
YBR260C	YHR023W
YBR260C	YIL118W
YBR260C	YLR332W
YBR260C	YLR332W
YBR260C	YLR337C
YBR260C	YNL233W
YBR260C	YOR008C
YBR260C	YOR008C
YBR260C	YOR181W
YBR260C	YOR181W
YBR260C	YPL031C
YBR260C	YPL031C
YBR263W	YDR019C
YBR263W	YGR204W
YBR263W	YGR204W
YBR263W	YGR208W
YBR263W	YJR078W
YBR263W	YLR058C
YBR263W	YLR231C
YBR263W	YOR184W
YBR264C	YHR129C
YBR265W	YGL086W
YBR265W	YLR418C
YBR265W	YMR190C
YBR265W	YMR224C
YBR265W	YPL008W
YBR267W	YDR507C
YBR267W	YKL101W
YBR267W	YLR387C
YBR267W	YNL298W
YBR268W	YGL058W
YBR268W	YPR179C
YBR272C	YDL020C
YBR272C	YFR010W
YBR273C	YDL101C
YBR274W	YBL023C
YBR274W	YCL061C
YBR274W	YDL101C
YBR274W	YDL101C
YBR274W	YDL101C
YBR274W	YDR052C
YBR274W	YLR103C
YBR275C	YDL220C
YBR275C	YDR082W
YBR278W	YCR077C
YBR278W	YJL090C
YBR278W	YLR103C
YBR278W	YOR080W
YBR278W	YOR080W
YBR279W	YAL021C
YBR279W	YAL021C
YBR279W	YDL020C
YBR279W	YDL140C
YBR279W	YDR138W
YBR279W	YDR363W-A
YBR279W	YDR392W
YBR279W	YDR432W
YBR279W	YDR448W
YBR279W	YER111C
YBR279W	YER111C
YBR279W	YER161C
YBR279W	YFL029C
YBR279W	YFR010W
YBR279W	YGL043W
YBR279W	YGL043W
YBR279W	YGL207W
YBR279W	YGL207W
YBR279W	YGR063C
YBR279W	YGR104C
YBR279W	YGR116W
YBR279W	YGR135W
YBR279W	YGR200C
YBR279W	YHR200W
YBR279W	YJL168C
