abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0162	adenylate cyclase	(1) s_0446 <==> (1) s_0197 + (1) s_0605	reversible	NA	0	1000	0	(YJL005W)	
r_0163	adenylate kinase	(1) s_0446 + (1) s_0434 <==> (2) s_0400	reversible	NA	-1000	1000	0	(YDR226W)	
r_0165	adenylate kinase (GTP)	(1) s_0434 + (1) s_0755 <==> (1) s_0400 + (1) s_0706	reversible	NA	-1000	1000	0	(YDR226W)	
r_0167	adenylate kinase (ITP)	(1) s_0434 + (1) s_0857 <==> (1) s_0400 + (1) s_0811	reversible	NA	-1000	1000	0	(YDR226W)	
r_0169	adenylosuccinate lyase	(1) s_0009 <==> (1) s_0317 + (1) s_0692	reversible	NA	-1000	1000	0	(YLR359W)	
r_0170	adenylosuccinate synthase	(1) s_0816 + (1) s_0755 + (1) s_0881 <==> (2) s_0763_b + (1) s_1207 + (1) s_0706 + (1) s_1053	reversible	NA	0	1000	0	(YNL220W)	
r_0171	adenylsuccinate lyase	(1) s_1053 <==> (1) s_0434 + (1) s_0692	reversible	NA	-1000	1000	0	(YLR359W)	
r_0172	adenylyl-sulfate kinase	(1) s_0446 + (1) s_0304 <==> (1) s_0763_b + (1) s_0400 + (1) s_0206	reversible	NA	0	1000	0	(YKL001C)	
r_0173	ADP-ribose 2,3-cyclic phosphodiesterase	(1) s_0763_b + (1) s_1434_b + (1) s_0133 <==> (1) s_0396	reversible	NA	0	1000	0	(YGR247W)	
r_0174	alanine glyoxylate aminotransferase	(1) s_0863 + (1) s_0749 <==> (1) s_1277 + (1) s_0740	reversible	NA	0	1000	0	(YFL030W)	
r_0175	alanyl-tRNA synthetase	(1) s_0446 + (1) s_0863 + (1) s_1461_b <==> (1) s_0434 + (1) s_0605 + (1) s_0409	reversible	NA	0	1000	0	(YOR335C)	
r_0176	alcohol acetyltransferase (2-methylbutanol)	(1) s_0380 + (1) s_0171 <==> (1) s_0514 + (1) s_0177	reversible	NA	0	1000	0	((YGR177C) or (YOR377W))	
r_0177	alcohol acetyltransferase (ethanol)	(1) s_0380 + (1) s_0650 <==> (1) s_0514 + (1) s_0655	reversible	NA	0	1000	0	((YGR177C) or (YOR377W))	
r_0178	alcohol acetyltransferase (isoamyl alcohol)	(1) s_0380 + (1) s_0836 <==> (1) s_0514 + (1) s_0834	reversible	NA	0	1000	0	((YGR177C) or (YOR377W))	
r_0179	alcohol acetyltransferase (isobutyl alcohol)	(1) s_0380 + (1) s_0839 <==> (1) s_0514 + (1) s_0842	reversible	NA	0	1000	0	((YGR177C) or (YOR377W))	
r_0180	alcohol acetyltransferase (phenylethanol alcohol)	(1) s_0380 + (1) s_0190 <==> (1) s_0514 + (1) s_1201	reversible	NA	0	1000	0	((YGR177C) or (YOR377W))	
r_0181	alcohol dehydrogenase (ethanol)	(1) s_1082 + (1) s_0650 <==> (1) s_0763_b + (1) s_1087 + (1) s_0366	reversible	NA	-1000	1000	0	((YBR145W) or (YDL168W) or (YGL256W) or (YMR303C) or (YOL086C))	
r_0182	alcohol dehydrogenase (glycerol, NADP)	(1) s_0763_b + (1) s_1096 + (1) s_0550 <==> (1) s_1091 + (1) s_0732	reversible	NA	0	1000	0	((YDR368W) or (YHR104W))	
r_0183	alcohol dehydrogenase, reverse rxn (acetaldehyde -> ethanol)	(1) s_0763_b + (1) s_1087 + (1) s_0366 <==> (1) s_1082 + (1) s_0650	reversible	NA	0	1000	0	(YMR083W)	
r_0184	aldehyde dehydrogenase (2-methylbutanol, NAD)	(1) s_0763_b + (1) s_1087 + (1) s_0174 <==> (1) s_1082 + (1) s_0171	reversible	NA	0	1000	0	((YBR145W) or (YDL168W) or (YGL256W) or (YMR303C) or (YOL086C))	
r_0186	aldehyde dehydrogenase (2-methylbutanol, NADP)	(1) s_0763_b + (1) s_1096 + (1) s_0174 <==> (1) s_1091 + (1) s_0171	reversible	NA	0	1000	0	((YBR036C) or (YCR105W) or (YDR368W) or (YMR318C))	
r_0187	aldehyde dehydrogenase (2-phenylethanol, NAD)	(1) s_0763_b + (1) s_1087 + (1) s_1203 <==> (1) s_1082 + (1) s_0190	reversible	NA	0	1000	0	((YBR145W) or (YDL168W) or (YGL256W) or (YMR303C) or (YOL086C))	
r_0189	aldehyde dehydrogenase (2-phenylethanol, NADP)	(1) s_0763_b + (1) s_1096 + (1) s_1203 <==> (1) s_1091 + (1) s_0190	reversible	NA	0	1000	0	((YBR036C) or (YCR105W) or (YMR318C))	
r_0190	aldehyde dehydrogenase (3-aminopropanal, NAD)	(1) s_1082 + (1) s_1434_b + (1) s_0214 <==> (2) s_0763_b + (1) s_1087 + (1) s_0453	reversible	NA	0	1000	0	((YMR169C) or (YMR170C))	
r_0191	aldehyde dehydrogenase (acetaldehyde, NADP)	(1) s_1434_b + (1) s_1091 + (1) s_0366 <==> (2) s_0763_b + (1) s_1096 + (1) s_0369	reversible	NA	0	1000	0	(YPL061W)	
r_0192	aldehyde dehydrogenase (acetylaldehyde, NAD)	(1) s_1082 + (1) s_1434_b + (1) s_0366 <==> (2) s_0763_b + (1) s_1087 + (1) s_0369	reversible	NA	0	1000	0	(YOR374W)	
r_0194	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)	(1) s_1082 + (1) s_1434_b + (1) s_0817 <==> (2) s_0763_b + (1) s_1087 + (1) s_0820	reversible	NA	0	1000	0	(YOR374W)	
r_0195	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	(1) s_1434_b + (1) s_1091 + (1) s_0817 <==> (2) s_0763_b + (1) s_1096 + (1) s_0820	reversible	NA	0	1000	0	(YPL061W)	
r_0197	aldehyde dehydrogenase (isoamyl alcohol, NAD)	(1) s_0763_b + (1) s_1087 + (1) s_0240 <==> (1) s_1082 + (1) s_0836	reversible	NA	0	1000	0	((YBR145W) or (YDL168W) or (YGL256W) or (YMR303C) or (YOL086C))	
r_0199	aldehyde dehydrogenase (isoamyl alcohol, NADP)	(1) s_0763_b + (1) s_1096 + (1) s_0240 <==> (1) s_1091 + (1) s_0836	reversible	NA	0	1000	0	((YBR036C) or (YCR105W) or (YMR318C))	
r_0200	aldehyde dehydrogenase (isobutyl alcohol, NAD)	(1) s_0763_b + (1) s_1087 + (1) s_0844 <==> (1) s_1082 + (1) s_0839	reversible	NA	0	1000	0	((YBR145W) or (YDL168W) or (YGL256W) or (YMR303C) or (YOL086C))	
r_0202	aldehyde dehydrogenase (isobutyl alcohol, NADP)	(1) s_0763_b + (1) s_1096 + (1) s_0844 <==> (1) s_1091 + (1) s_0839	reversible	NA	0	1000	0	((YBR036C) or (YCR105W) or (YMR318C))	
r_0203	aldehyde dehydrogenase (phenylacetaldehyde, NAD)	(1) s_1082 + (1) s_1434_b + (1) s_1203 <==> (2) s_0763_b + (1) s_1087 + (1) s_1206	reversible	NA	0	1000	0	((YMR169C) or (YMR170C))	
r_0204	aldehyde dehydrogenase (tryptophol, NAD)	(1) s_0763_b + (1) s_1087 + (1) s_0817 <==> (1) s_1082 + (1) s_1404	reversible	NA	0	1000	0	((YBR145W) or (YDL168W) or (YGL256W) or (YMR303C) or (YOL086C))	
r_0206	alkaline phosphatase (dihydroneopterin)	(3) s_1434_b + (1) s_0353 <==> (2) s_0763_b + (3) s_1207 + (1) s_0350	reversible	NA	0	1000	0	(YDR481C)	
r_0207	allantoate amidinohydrolase	(1) s_1434_b + (1) s_0412 <==> (1) s_1423 + (1) s_1426	reversible	NA	-1000	1000	0	(YIR029W)	
r_0208	allantoinase, reaction	(1) s_1434_b + (1) s_0414 <==> (1) s_0763_b + (1) s_0412	reversible	NA	-1000	1000	0	(YIR027C)	
r_0209	allophanate hydrolase	(3) s_0763_b + (1) s_1434_b + (1) s_1425 <==> (2) s_0430 + (2) s_0470	reversible	NA	0	1000	0	(YBR208C)	
r_0210	alpha 1,2-mannosyltransferase	(1) s_0456 + (1) s_0710 <==> (1) s_0763_b + (1) s_0706 + (1) s_0424	reversible	NA	0	1000	0	((YBR205W) or (YDR483W) or (YJL139C) or (YKR061W) or (YOR099W))	
r_0211	alpha,alpha-trehalase	(1) s_1434_b + (1) s_0416 <==> (2) s_0545	reversible	NA	0	1000	0	(YDR001C)	
r_0213	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	(1) s_1415 + (1) s_0410 <==> (1) s_0763_b + (1) s_1411 + (1) s_0419	reversible	NA	0	1000	0	((YBR126C) and (YML100W) and (YMR261C))	
r_0214	alpha-1,2 glucosyltransferase	(1) s_0545 + (1) s_0728 <==> (1) s_0726	reversible	NA	-1000	1000	0	(YGR227W)	
r_0215	alpha-1,3 mannosyltransferase	(1) s_0615 + (1) s_0725 <==> (1) s_0727	reversible	NA	-1000	1000	0	(YBL082C)	
r_0216	alpha-glucosidase	(1) s_1434_b + (1) s_1009 <==> (2) s_0545	reversible	NA	0	1000	0	((YBR299W) or (YGR287C) or (YGR292W))	
r_0217	amidase	(1) s_1434_b + (1) s_0286 <==> (1) s_0430 + (1) s_0287	reversible	NA	0	1000	0	(YMR293C)	
r_0218	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	(1) s_1434_b + (1) s_1160 + (1) s_0429 <==> (1) s_0430 + (1) s_0801 + (1) s_1019	reversible	NA	0	1000	0		
r_0219	Aminobutyraldehyde dehydrogenase	(1) s_1082 + (1) s_1434_b + (1) s_0280 <==> (2) s_0763_b + (1) s_1087 + (1) s_0700	reversible	NA	0	1000	0	((YER073W) or (YOR374W))	
r_0220	anthranilate phosphoribosyltransferase	(1) s_0331 + (1) s_0439 <==> (1) s_0605 + (1) s_1066	reversible	NA	0	1000	0	(YDR354W)	
r_0221	anthranilate synthase	(1) s_0500 + (1) s_0907 <==> (1) s_1277 + (1) s_0763_b + (1) s_0899 + (1) s_0439	reversible	NA	0	1000	0	((YER090W) and (YKL211C))	
r_0222	Ap4A hydrolase	(1) s_1434_b + (1) s_1167 <==> (2) s_0763_b + (2) s_0400	reversible	NA	-1000	1000	0	(YDR305C)	
r_0223	arabinose reductase	(1) s_0763_b + (1) s_1096 + (1) s_0871 <==> (1) s_1091 + (1) s_0869	reversible	NA	0	1000	0	(YHR104W)	
r_0224	arginase	(1) s_1434_b + (1) s_0873 <==> (1) s_1423 + (1) s_1151	reversible	NA	0	1000	0	(YPL111W)	
r_0225	argininosuccinate lyase	(1) s_0017 <==> (1) s_0692 + (1) s_0873	reversible	NA	-1000	1000	0	(YHR018C)	
r_0226	argininosuccinate synthase	(1) s_0446 + (1) s_0881 + (1) s_0887 <==> (1) s_0763_b + (1) s_0434 + (1) s_0605 + (1) s_0017	reversible	NA	-1000	1000	0	(YOL058W)	
r_0227	arginyl-tRNA synthetase	(1) s_0446 + (1) s_0873 + (1) s_1462_b <==> (1) s_0434 + (1) s_0605 + (1) s_0440	reversible	NA	0	1000	0	(YDR341C)	
r_0228	arginyl-tRNA synthetase	(1) s_0446 + (1) s_0873 + (1) s_1463_b <==> (1) s_0434 + (1) s_0605 + (1) s_0440	reversible	NA	0	1000	0	(YHR091C)	
r_0229	asparagine synthase (glutamine-hydrolysing)	(1) s_1434_b + (1) s_0446 + (1) s_0907 + (1) s_0881 <==> (1) s_0763_b + (1) s_0899 + (1) s_0434 + (1) s_0605 + (1) s_0877	reversible	NA	0	1000	0	((YGR124W) or (YPR145W))	
r_0230	Asparaginyl-tRNA synthetase	(1) s_0446 + (1) s_0877 + (1) s_1464_b <==> (1) s_0434 + (1) s_0605 + (1) s_0442	reversible	NA	0	1000	0	(YHR019C)	
r_0231	asparaginyl-tRNA synthetase, miotchondrial	(1) s_0446 + (1) s_0877 + (1) s_1465_b <==> (1) s_0434 + (1) s_0605 + (1) s_0442	reversible	NA	0	1000	0	(YCR024C)	
r_0232	aspartate carbamoyltransferase	(1) s_0881 + (1) s_0469 <==> (1) s_0763_b + (1) s_1207 + (1) s_1073	reversible	NA	0	1000	0	(YJL130C)	
r_0233	aspartate kinase	(1) s_0446 + (1) s_0881 <==> (1) s_0400 + (1) s_0301	reversible	NA	0	1000	0	(YER052C)	
r_0234	aspartate oxidase	(1) s_0881 + (1) s_0657 <==> (1) s_0763_b + (1) s_0659 + (1) s_0815	reversible	NA	0	1000	0		
r_0235	aspartate transaminase	(1) s_0185 + (1) s_0881 <==> (1) s_0899 + (1) s_1156	reversible	NA	-1000	1000	0	(YLR027C)	
r_0238	aspartate-semialdehyde dehydrogenase	(1) s_0763_b + (1) s_1096 + (1) s_0301 <==> (1) s_1207 + (1) s_1091 + (1) s_0886	reversible	NA	0	1000	0	(YDR158W)	
r_0239	Aspartyl-tRNA synthetase	(1) s_0446 + (1) s_0881 + (1) s_1466_b <==> (1) s_0434 + (1) s_0605 + (1) s_0444	reversible	NA	0	1000	0	(YLL018C)	
r_0240	Aspartyl-tRNA synthetase	(1) s_0446 + (1) s_0881 + (1) s_1467_b <==> (1) s_0434 + (1) s_0605 + (1) s_0444	reversible	NA	0	1000	0	(YPL104W)	
r_0241	ATP adenylyltransferase	(1) s_0763_b + (1) s_0446 + (1) s_0400 <==> (1) s_1207 + (1) s_1167	reversible	NA	0	1000	0	(YDR530C)	
r_0242	ATP adenylyltransferase	(1) s_0763_b + (1) s_0400 + (1) s_0755 <==> (1) s_1207 + (1) s_1169	reversible	NA	0	1000	0	(YCL050C)	
r_0243	ATP adenylyltransferase	(1) s_0763_b + (1) s_0755 + (1) s_0706 <==> (1) s_1207 + (1) s_1168	reversible	NA	0	1000	0	(YCL050C)	
r_0244	ATP diphosphohydrolase	(2) s_1434_b + (1) s_0446 <==> (2) s_0763_b + (2) s_1207 + (1) s_0434	reversible	NA	0	1000	0	(YER005W)	
r_0245	ATP phosphoribosyltransferase	(1) s_0446 + (1) s_0331 <==> (1) s_0605 + (1) s_0334	reversible	NA	0	1000	0	(YER055C)	
r_0246	ATP synthase	(1) s_0763_b + (1) s_0400 + (1) s_1207 <==> (1) s_1434_b + (1) s_0446	reversible	NA	0	1000	0	(((Q0080) and (Q0085) and (Q0130) and (YBL099W) and (YBR039W) and (YDL004W) and (YDR298C) and (YDR322C-A) and (YDR377W) and (YJR121W) and (YKL016C) and (YLR295C) and (YML081C-A) and (YPL078C) and (YPL271W)) or ((Q0080) and (Q0085) and (Q0130) and (YBL099W) and (YBR039W) and (YDL004W) and (YDR298C) and (YDR377W) and (YJR121W) and (YKL016C) and (YLR295C) and (YML081C-A) and (YPL078C) and (YPL271W) and (YPR020W)))	
r_0249	ATPase, cytosolic	(1) s_1434_b + (1) s_0446 <==> (1) s_0400 + (1) s_1207 + (1) s_0766_b	reversible	NA	1	1	0	(((YCR024C-A) and (YEL017C-A) and (YGL008C)) or ((YCR024C-A) and (YEL017C-A) and (YPL036W)))	
r_0250	beta-1,4 mannosyltransferase	(1) s_0710 + (1) s_1055 <==> (1) s_0456	reversible	NA	-1000	1000	0	(YBR110W)	
r_0251	bicarbonate formation	(1) s_1434_b + (1) s_0470 <==> (1) s_0763_b + (1) s_0458	reversible	NA	-1000	1000	0		
r_0255	bicarbonate formation	(1) s_1436_b + (1) s_0472_b <==> (1) s_0766_b + (1) s_0459_b	reversible	NA	-1000	1000	0		
r_0256	biotin synthase	(1) s_0590 + (1) s_1252 <==> (2) s_0763_b + (1) s_0465	reversible	NA	-1000	1000	0	(YGR286C)	
r_0257	biotin-[acetyl-CoA-carboxylase] ligase	(1) s_0763_b + (1) s_0446 + (1) s_0465 <==> (1) s_0605 + (1) s_0467	reversible	NA	0	1000	0	(YDL141W)	
r_0258	C-14 sterol reductase	(1) s_0763_b + (1) s_1096 + (1) s_0268 <==> (1) s_1091 + (1) s_0124	reversible	NA	0	1000	0	(YNL280C)	
r_0259	C-22 sterol desaturase (NAD)	(1) s_0763_b + (1) s_1087 + (1) s_1160 + (1) s_0634 <==> (1) s_1082 + (2) s_1434_b + (1) s_0632	reversible	NA	0	1000	0	(((YIL043C) and (YMR015C) and (YNL111C)) or ((YKL150W) and (YMR015C) and (YNL111C)))	
r_0260	C-22 sterol desaturase (NADP)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_0634 <==> (2) s_1434_b + (1) s_1091 + (1) s_0632	reversible	NA	0	1000	0	((YHR042W) and (YMR015C))	
r_0261	C-3 sterol dehydrogenase	(1) s_1091 + (1) s_1457 <==> (1) s_0763_b + (1) s_1096 + (1) s_0470 + (1) s_1458	reversible	NA	-1000	1000	0	(YGL001C)	
r_0262	C-3 sterol dehydrogenase (4-methylzymosterol)	(1) s_1082 + (1) s_0303 <==> (1) s_0763_b + (1) s_1087 + (1) s_0470 + (1) s_0215	reversible	NA	0	1000	0	(YGL001C)	
r_0263	C-3 sterol keto reductase (4-methylzymosterol)	(1) s_0763_b + (1) s_1096 + (1) s_0215 <==> (1) s_1091 + (1) s_0302	reversible	NA	0	1000	0	(YLR100W)	
r_0264	C-3 sterol keto reductase (zymosterol)	(1) s_0763_b + (1) s_1096 + (1) s_1458 <==> (1) s_1091 + (1) s_1447	reversible	NA	0	1000	0	(YLR100W)	
r_0265	C-4 methyl sterol oxidase	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_0302 <==> (1) s_1434_b + (1) s_1091 + (1) s_1455	reversible	NA	-1000	1000	0	(YGR060W)	
r_0266	C-4 methyl sterol oxidase	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1455 <==> (2) s_1434_b + (1) s_1091 + (1) s_1456	reversible	NA	-1000	1000	0	(YGR060W)	
r_0267	C-4 methyl sterol oxidase	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1456 <==> (1) s_1434_b + (1) s_1091 + (1) s_1457	reversible	NA	-1000	1000	0	(YGR060W)	
r_0268	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	(3) s_0763_b + (3) s_1096 + (3) s_1160 + (1) s_0124 <==> (4) s_1434_b + (3) s_1091 + (1) s_0303	reversible	NA	0	1000	0	(YGR060W)	
r_0269	C-5 sterol desaturase	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_0627 <==> (2) s_1434_b + (1) s_1091 + (1) s_0634	reversible	NA	0	1000	0	(YLR056W)	
r_0270	C-8 sterol isomerase	(1) s_0669 <==> (1) s_0627	reversible	NA	0	1000	0	(YMR202W)	
r_0271	C-s24 sterol reductase	(1) s_0763_b + (1) s_1096 + (1) s_0632 <==> (1) s_1091 + (1) s_0635	reversible	NA	0	1000	0	(YGL012W)	
r_0272	C-terminal processing of farnesylated proteins I	(1) s_2531 <==> (1) s_2532	reversible	NA	-1000	1000	0	(YJR117W)	
r_0273	C-terminal processing of farnesylated proteins II	(1) s_2532 <==> (1) s_2533	reversible	NA	-1000	1000	0	(YDR410C)	
r_0274	C-terminal processing of geranylgeranylated proteins I	(1) s_2534 <==> (1) s_2535	reversible	NA	-1000	1000	0	(YJR117W)	
r_0275	C-terminal processing of geranylgeranylated proteins II	(1) s_2535 <==> (1) s_2536	reversible	NA	-1000	1000	0	(YDR410C)	
r_0276	CAAX farnesyltransferase	(1) s_0292 + (1) s_1115 <==> (2) s_0763_b + (1) s_0605 + (1) s_1114	reversible	NA	-1000	1000	0	((YDL090C) and (YKL019W))	
r_0277	carbamoyl-phosphate synthase (glutamine-hydrolysing)	(1) s_1434_b + (2) s_0446 + (1) s_0907 + (1) s_0458 <==> (2) s_0763_b + (2) s_0400 + (1) s_0899 + (1) s_1207 + (1) s_0469	reversible	NA	0	1000	0	((YJL130C) or ((YJR109C) and (YOR303W)))	
r_0278	cardiolipin synthase	(1) s_0485 + (1) s_1239 <==> (1) s_0511 + (1) s_0480	reversible	NA	0	1000	0	(YDL142C)	
r_0279	carnitine O-acetyltransferase	(1) s_0380 + (1) s_0024 <==> (1) s_0514 + (1) s_1119	reversible	NA	-1000	1000	0	((YAR035W) or (YER024W))	
r_0282	catalase	(2) s_0801 <==> (2) s_1434_b + (1) s_1160	reversible	NA	0	1000	0	(YGR088W)	
r_0284	CDP-diacylglycerol synthase	(1) s_0763_b + (1) s_1215 + (1) s_0521 <==> (1) s_0605 + (1) s_0485	reversible	NA	-1000	1000	0	(YBR029C)	
r_0286	ceramide-1 hydroxylase (24C)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1080 <==> (1) s_1434_b + (1) s_1091 + (1) s_1079	reversible	NA	0	1000	0	(YDR297W)	
r_0287	ceramide-1 hydroxylase (24C)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1080 <==> (1) s_1434_b + (1) s_1091 + (1) s_1060	reversible	NA	0	1000	0	(YMR272C)	
r_0288	ceramide-1 hydroxylase (26C)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1077 <==> (1) s_1434_b + (1) s_1091 + (1) s_1076	reversible	NA	0	1000	0	(YDR297W)	
r_0289	ceramide-1 hydroxylase (26C)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1077 <==> (1) s_1434_b + (1) s_1091 + (1) s_1064	reversible	NA	0	1000	0	(YMR272C)	
r_0290	ceramide-1 synthase (24C)	(1) s_1325 + (1) s_1355 <==> (1) s_0763_b + (1) s_0514 + (1) s_1080	reversible	NA	0	1000	0	((YHL003C) or (YKL008C) or (YPL087W))	
r_0291	ceramide-1 synthase (26C)	(1) s_1325 + (1) s_0778 <==> (1) s_0763_b + (1) s_0514 + (1) s_1077	reversible	NA	0	1000	0	((YHL003C) or (YKL008C) or (YPL087W))	
r_0292	ceramide-2 synthase (24C)	(1) s_1355 + (1) s_1247 <==> (1) s_0763_b + (1) s_0514 + (1) s_1079	reversible	NA	0	1000	0	((YBR183W) or (YHL003C) or (YKL008C) or (YPL087W))	
r_0293	ceramide-2 synthase (26C)	(1) s_0778 + (1) s_1247 <==> (1) s_0763_b + (1) s_0514 + (1) s_1076	reversible	NA	0	1000	0	((YBR183W) or (YHL003C) or (YKL008C) or (YPL087W))	
r_0294	ceramide-3 synthase (24C)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1079 <==> (1) s_1434_b + (1) s_1091 + (1) s_1058	reversible	NA	0	1000	0	(YMR272C)	
r_0295	ceramide-3 synthase (26C)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1076 <==> (1) s_1434_b + (1) s_1091 + (1) s_1062	reversible	NA	0	1000	0	(YMR272C)	
r_0296	chitin deacetylase	(1) s_1434_b + (1) s_0494 <==> (1) s_0763_b + (1) s_0369 + (1) s_0495	reversible	NA	0	1000	0	((YLR307W) or (YLR308W))	
r_0297	chitin synthase	(1) s_1416 <==> (1) s_0763_b + (1) s_1411 + (1) s_0494	reversible	NA	0	1000	0	((YBR023C) or (YBR038W) or (YNL192W))	
r_0298	cholestenol delta-isomerase, lumped reaction	(1) s_1293 + (1) s_1160 + (1) s_1447 <==> (1) s_0763_b + (2) s_1434_b + (1) s_1290 + (1) s_0632	reversible	NA	0	1000	0		
r_0299	choline kinase	(1) s_0446 + (1) s_0496 <==> (1) s_0763_b + (1) s_0400 + (1) s_0499	reversible	NA	-1000	1000	0	(YLR133W)	
r_0300	choline phosphate cytididyltransferase	(1) s_0763_b + (1) s_0521 + (1) s_0499 <==> (1) s_0605 + (1) s_0483	reversible	NA	0	1000	0	(YGR202C)	
r_0301	choline/ethanolaminephosphotransferase	(1) s_0488 + (1) s_0596 <==> (1) s_0763_b + (1) s_0511 + (1) s_1233	reversible	NA	-1000	1000	0	(YHR123W)	
r_0302	cholinephosphotransferase	(1) s_0483 + (1) s_0077 <==> (1) s_0511 + (1) s_0076	reversible	NA	-1000	1000	0	(YNL130C)	
r_0303	cholinephosphotransferase	(1) s_0483 + (1) s_0596 <==> (1) s_0511 + (1) s_1228	reversible	NA	0	1000	0	(YNL130C)	
r_0304	chorismate mutase	(1) s_0500 <==> (1) s_1258	reversible	NA	0	1000	0	(YPR060C)	
r_0305	chorismate pyruvate lyase	(1) s_0500 <==> (1) s_1277 + (1) s_0292	reversible	NA	0	1000	0		
r_0306	chorismate synthase	(1) s_0330 <==> (1) s_1207 + (1) s_0500	reversible	NA	0	1000	0	(YGL148W)	
r_0307	cis-aconitate(3-) to isocitrate	(1) s_1434_b + (1) s_0501 <==> (1) s_0847	reversible	NA	-1000	1000	0	(YLR304C)	
r_0309	cis-prenyltransferase step 01	(1) s_0661 + (1) s_0850 <==> (1) s_0605 + (1) s_0713	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0310	cis-prenyltransferase step 02	(1) s_0850 + (1) s_0713 <==> (3) s_0763_b + (1) s_0605 + (1) s_1196	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0311	cis-prenyltransferase step 03	(1) s_0850 + (1) s_1196 <==> (1) s_0605 + (1) s_0794	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0312	cis-prenyltransferase step 04	(3) s_0763_b + (1) s_0850 + (1) s_0794 <==> (1) s_0605 + (1) s_0777	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0313	cis-prenyltransferase step 05	(1) s_0850 + (1) s_0777 <==> (1) s_0605 + (1) s_1144	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0314	cis-prenyltransferase step 06	(1) s_0850 + (1) s_1144 <==> (1) s_0605 + (1) s_1115	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0315	cis-prenyltransferase step 07	(1) s_1115 + (1) s_0850 <==> (1) s_0605 + (1) s_0586	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0316	cis-prenyltransferase step 08	(1) s_0850 + (1) s_0586 <==> (1) s_0605 + (1) s_1420	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0317	cis-prenyltransferase step 09	(1) s_0850 + (1) s_1420 <==> (1) s_0605 + (1) s_0612	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0318	cis-prenyltransferase step 10	(1) s_0850 + (1) s_0612 <==> (1) s_0605 + (1) s_1398	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0319	cis-prenyltransferase step 11	(1) s_0850 + (1) s_1398 <==> (1) s_0605 + (1) s_1359	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0320	cis-prenyltransferase step 12	(1) s_0850 + (1) s_1359 <==> (1) s_0605 + (1) s_1195	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0321	cis-prenyltransferase step 13	(1) s_0850 + (1) s_1195 <==> (1) s_0605 + (1) s_0793	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0322	cis-prenyltransferase step 14	(1) s_0850 + (1) s_0793 <==> (1) s_0605 + (1) s_0776	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0323	cis-prenyltransferase step 15	(1) s_0850 + (1) s_0776 <==> (1) s_0605 + (1) s_1131	reversible	NA	-1000	1000	0	((YBR002C) or (YMR101C))	
r_0324	cis-prenyltransferase step 16	(1) s_0850 + (1) s_1131 <==> (1) s_0605 + (1) s_1113	reversible	NA	-1000	1000	0	(YMR101C)	
r_0325	cis-prenyltransferase step 17	(1) s_0850 + (1) s_1113 <==> (1) s_0605 + (1) s_0810	reversible	NA	-1000	1000	0	(YMR101C)	
r_0326	cis-prenyltransferase step 18	(1) s_0850 + (1) s_0810 <==> (1) s_0605 + (1) s_0775	reversible	NA	-1000	1000	0	(YMR101C)	
r_0327	cis-prenyltransferase step 19	(1) s_0850 + (1) s_0775 <==> (1) s_0605 + (1) s_0611	reversible	NA	-1000	1000	0	(YMR101C)	
r_0328	citrate synthase	(1) s_1434_b + (1) s_0380 + (1) s_1156 <==> (1) s_0763_b + (1) s_0514 + (1) s_0507	reversible	NA	0	1000	0	((YNR001C) or (YPR001W))	
